id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
2874,Public,2023-08-21 17:00:00+07:00,75.241,12.991,0.036,0.03,0.028,0.013,0.008,0.01,0.007,0.01,0.01,0.009,0.028,14.466,65.492,229.074,449.229,292.696,476.226,737.992,628.052,483.493,579.542,362.556
2875,Public,2023-10-17 07:00:00+07:00,50.979,161.203,307.982,570.224,714.643,684.781,587.197,446.63,387.237,159.119,17.005,0.207,0.02,0.014,0.013,0.009,0.014,0.013,0.006,0.008,0.007,0.006,0.005,18.822
2876,Public,2023-12-13 10:00:00+07:00,488.155,557.649,568.045,522.444,379.93,221.802,96.006,17.181,0.056,0.038,0.03,0.036,0.024,0.017,0.008,0.012,0.007,0.006,0.004,0.003,1.72,48.681,205.632,354.418
2877,Public,2023-12-04 08:00:00+07:00,218.881,404.046,538.253,612.253,617.811,561.198,431.967,252.147,96.43,13.791,0.068,0.034,0.033,0.03,0.026,0.02,0.016,0.01,0.009,0.007,0.005,0.004,4.233,71.624
2878,Public,2023-10-06 01:00:00+07:00,0.014,0.014,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777,85.115,1.022,0.035,0.033,0.036,0.032,0.027,0.027
2879,Public,2023-12-17 17:00:00+07:00,19.967,0.127,0.023,0.023,0.014,0.012,0.015,0.009,0.006,0.005,0.004,0.005,0.003,1.755,54.448,200.583,369.184,507.129,586.33,601.203,511.888,430.542,267.714,104.57
2880,Public,2023-08-24 08:00:00+07:00,338.307,621.444,667.577,432.81,342.303,369.771,342.356,323.161,379.578,77.063,20.3,0.042,0.029,0.028,0.028,0.026,0.024,0.023,0.017,0.02,0.024,0.048,40.178,217.136
2881,Public,2023-09-01 06:00:00+07:00,15.672,121.048,415.391,635.399,859.492,924.116,963.108,666.01,361.828,560.427,264.282,105.468,11.587,0.04,0.042,0.053,0.035,0.039,0.035,0.034,0.032,0.038,0.018,0.048
2882,Public,2023-07-01 08:00:00+07:00,377.122,505.13,795.199,940.34,914.223,964.049,900.022,514.379,200.529,165.372,20.977,0.397,0.017,0.017,0.015,0.016,0.009,0.011,0.01,0.008,0.005,0.107,7.861,46.227
2883,Public,2023-12-07 05:00:00+07:00,0.019,2.362,50.507,181.604,324.707,406.153,540.276,517.021,521.774,306.833,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012,0.011,0.016,0.021,0.017,0.012
2884,Public,2023-06-01 00:00:00+07:00,0.018,0.027,0.023,0.02,0.022,2.004,101.832,326.509,565.021,746.024,878.527,953.567,987.03,825.171,806.484,638.474,448.567,190.548,20.628,0.156,0.022,0.031,0.03,0.053
2885,Public,2023-12-08 05:00:00+07:00,0.009,3.492,35.444,125.194,180.542,371.111,385.662,330.58,227.029,103.789,66.882,46.523,21.393,0.04,0.025,0.025,0.028,0.025,0.021,0.019,0.011,0.01,0.01,0.007
2886,Public,2023-10-08 15:00:00+07:00,47.202,37.671,19.292,0.458,0.024,0.026,0.026,0.023,0.019,0.019,0.021,0.02,0.012,0.018,0.012,8.162,69.417,193.343,209.854,193.984,131.977,236.856,195.56,291.706
2887,Public,2023-12-09 21:00:00+07:00,0.027,0.015,0.014,0.007,0.007,0.008,0.006,0.009,0.008,2.741,60.994,213.188,325.688,528.683,610.503,573.635,526.263,427.192,269.81,108.586,20.148,0.061,0.014,0.013
2888,Public,2023-11-15 15:00:00+07:00,305.744,89.822,21.496,0.052,0.034,0.034,0.029,0.023,0.014,0.015,0.013,0.009,0.019,0.016,0.01,10.076,115.852,287.355,457.104,585.513,601.179,583.135,482.435,265.76
2889,Public,2023-05-24 01:00:00+07:00,0.005,0.008,0.008,0.006,2.963,87.246,261.773,495.2,683.174,823.164,908.143,917.706,848.404,552.86,441.6,56.258,84.631,22.977,0.082,0.007,0.01,0.013,0.015,0.014
2890,Public,2023-08-24 13:00:00+07:00,369.771,342.356,323.161,379.578,77.063,20.3,0.042,0.029,0.028,0.028,0.026,0.024,0.023,0.017,0.02,0.024,0.048,40.178,217.136,298.038,565.948,474.851,391.957,256.36
2891,Public,2023-10-08 10:00:00+07:00,570.473,800.542,454.868,272.4,152.421,47.202,37.671,19.292,0.458,0.024,0.026,0.026,0.023,0.019,0.019,0.021,0.02,0.012,0.018,0.012,8.162,69.417,193.343,209.854
2892,Public,2023-06-29 14:00:00+07:00,510.199,361.926,252.578,128.637,67.657,1.174,0.028,0.028,0.027,0.025,0.024,0.021,0.025,0.023,0.021,0.544,29.404,130.003,354.611,441.475,699.848,714.132,933.281,663.651
2893,Public,2023-06-15 09:00:00+07:00,459.966,338.045,418.04,335.195,504.071,285.45,279.578,301.429,135.696,32.873,0.414,0.031,0.014,0.026,0.024,0.015,0.01,0.013,0.016,0.015,2.541,88.201,285.02,542.148
2894,Public,2023-09-14 15:00:00+07:00,482.27,183.765,92.467,7.201,0.038,0.038,0.036,0.023,0.009,0.018,0.017,0.009,0.009,0.009,0.021,15.731,177.003,468.518,589.201,773.847,747.649,279.851,297.812,285.322
2895,Public,2023-06-30 10:00:00+07:00,699.848,714.132,933.281,663.651,405.093,180.663,63.483,68.756,31.438,0.316,0.012,0.018,0.024,0.021,0.021,0.015,0.013,0.01,0.01,0.812,43.725,132.683,377.122,505.13
2896,Public,2023-09-15 00:00:00+07:00,0.018,0.017,0.009,0.009,0.009,0.021,15.731,177.003,468.518,589.201,773.847,747.649,279.851,297.812,285.322,147.148,152.598,13.2,0.713,0.012,0.014,0.013,0.013,0.014
2897,Public,2023-10-23 18:00:00+07:00,0.108,0.019,0.02,0.021,0.017,0.015,0.015,0.015,0.013,0.008,0.012,0.009,21.586,142.338,325.107,497.577,605.331,765.697,836.299,524.325,523.404,266.172,123.811,15.816
2898,Public,2023-05-15 04:00:00+07:00,0.021,0.694,36.241,104.078,143.402,355.981,406.725,436.322,217.638,231.441,202.592,141.82,137.844,56.366,10.456,0.042,0.023,0.018,0.026,0.022,0.018,0.011,0.009,0.009
2899,Public,2023-06-12 00:00:00+07:00,0.028,0.025,0.022,0.024,0.024,1.324,93.178,308.034,497.149,513.458,721.71,896.517,927.603,817.439,583.047,294.789,144.876,91.175,27.177,0.715,0.042,0.044,0.038,0.035
2900,Public,2023-10-05 17:00:00+07:00,36.968,1.056,0.046,0.043,0.04,0.028,0.018,0.016,0.014,0.014,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777
2901,Public,2023-10-06 03:00:00+07:00,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777,85.115,1.022,0.035,0.033,0.036,0.032,0.027,0.027,0.024,0.022
2902,Public,2023-08-22 04:00:00+07:00,0.009,0.028,14.466,65.492,229.074,449.229,292.696,476.226,737.992,628.052,483.493,579.542,362.556,82.303,16.91,0.029,0.011,0.033,0.022,0.016,0.016,0.019,0.018,0.028
2903,Public,2023-06-23 21:00:00+07:00,0.042,0.037,0.043,0.038,0.041,0.039,0.034,0.03,0.765,37.643,129.196,272.706,444.979,732.315,494.481,437.078,379.381,393.196,132.699,67.286,79.012,33.143,0.495,0.031
2904,Public,2023-08-01 08:00:00+07:00,213.426,164.602,114.025,444.519,549.912,318.289,406.716,129.935,79.73,71.65,21.002,0.057,0.027,0.033,0.029,0.031,0.03,0.028,0.024,0.03,0.03,0.129,31.034,162.247
2905,Public,2023-12-04 06:00:00+07:00,3.597,68.738,218.881,404.046,538.253,612.253,617.811,561.198,431.967,252.147,96.43,13.791,0.068,0.034,0.033,0.03,0.026,0.02,0.016,0.01,0.009,0.007,0.005,0.004
2906,Public,2023-12-15 21:00:00+07:00,0.018,0.013,0.009,0.011,0.011,0.005,0.006,0.002,0.003,2.189,56.793,211.792,384.883,520.715,597.191,608.817,524.105,427.514,268.579,99.687,17.858,0.116,0.023,0.016
2907,Public,2023-10-28 19:00:00+07:00,0.018,0.016,0.014,0.013,0.015,0.029,0.026,0.009,0.013,0.018,0.016,14.169,90.289,189.368,346.615,517.726,665.442,600.263,521.07,348.364,266.645,97.887,20.788,0.112
2908,Public,2023-12-06 04:00:00+07:00,0.006,0.005,3.502,67.3,227.172,395.577,526.183,598.254,612.302,526.283,436.93,265.664,98.869,16.49,0.056,0.036,0.038,0.026,0.03,0.029,0.022,0.023,0.014,0.023
2909,Public,2023-09-12 17:00:00+07:00,62.416,5.373,0.027,0.014,0.02,0.025,0.022,0.025,0.026,0.028,0.028,0.03,0.036,11.459,93.239,172.153,357.059,247.729,657.835,305.52,331.068,503.144,287.46,73.443
2910,Public,2023-12-11 15:00:00+07:00,261.801,97.611,17.068,0.088,0.021,0.024,0.02,0.017,0.013,0.018,0.014,0.012,0.006,0.003,0.004,2.426,60.9,212.884,376.742,508.117,578.787,536.271,352.817,399.346
2911,Public,2023-06-16 03:00:00+07:00,0.016,0.015,2.541,88.201,285.02,542.148,736.637,872.933,947.206,659.742,639.471,676.905,639.993,195.042,126.933,49.192,0.429,0.02,0.017,0.015,0.013,0.025,0.023,0.023
2912,Public,2023-07-28 04:00:00+07:00,0.037,0.144,22.238,91.107,212.335,358.533,481.489,771.079,622.902,639.835,603.361,544.581,353.549,147.069,50.361,0.347,0.047,0.041,0.038,0.018,0.02,0.031,0.031,0.036
2913,Public,2023-11-22 23:00:00+07:00,0.013,0.008,0.009,0.022,0.02,0.015,0.008,3.725,40.484,119.404,192.913,222.629,341.304,440.838,380.823,363.022,247.444,110.451,20.202,0.043,0.021,0.02,0.016,0.01
2914,Public,2023-09-03 14:00:00+07:00,734.361,650.551,444.799,169.36,10.213,0.039,0.039,0.03,0.048,0.053,0.049,0.05,0.044,0.039,0.037,0.083,36.966,228.761,458.808,661.077,808.459,896.7,915.838,868.603
2915,Public,2023-04-28 23:00:00+07:00,0.029,0.023,0.022,0.018,0.014,0.015,0.554,49.601,233.516,451.083,651.658,799.066,879.985,900.388,859.212,748.312,548.21,313.541,102.373,20.938,0.035,0.019,0.02,0.017
2916,Public,2023-08-15 22:00:00+07:00,0.011,0.011,0.006,0.009,0.011,0.01,0.007,0.098,31.811,173.307,317.844,567.508,471.114,387.506,724.717,507.186,285.924,343.296,111.781,70.699,15.805,0.024,0.007,0.013
2917,Public,2023-11-18 19:00:00+07:00,0.014,0.016,0.016,0.021,0.015,0.009,0.007,0.01,0.004,0.005,0.009,7.702,101.961,290.987,470.116,596.277,662.241,659.225,591.636,450.106,279.008,103.217,15.754,0.046
2918,Public,2023-08-02 18:00:00+07:00,19.102,0.105,0.024,0.016,0.017,0.02,0.021,0.027,0.025,0.023,0.023,0.128,31.77,114.484,198.574,470.609,371.408,468.81,423.522,172.73,166.263,256.617,174.208,118.039
2919,Public,2023-08-01 16:00:00+07:00,79.73,71.65,21.002,0.057,0.027,0.033,0.029,0.031,0.03,0.028,0.024,0.03,0.03,0.129,31.034,162.247,220.531,443.667,273.862,436.748,299.142,312.764,132.247,95.3
2920,Public,2023-11-22 06:00:00+07:00,7.261,94.111,272.905,449.299,546.142,499.073,650.775,580.796,457.497,286.31,100.659,15.352,0.048,0.026,0.021,0.015,0.013,0.013,0.008,0.009,0.022,0.02,0.015,0.008
2921,Public,2023-05-12 20:00:00+07:00,0.01,0.015,0.016,0.009,0.008,0.009,0.002,0.004,0.004,0.237,15.913,85.497,228.609,304.532,40.783,276.786,723.43,497.355,834.479,653.12,418.299,205.038,28.155,0.039
2922,Public,2023-07-02 14:00:00+07:00,304.975,513.581,401.571,367.293,70.561,0.567,0.014,0.014,0.016,0.027,0.021,0.021,0.012,0.011,0.018,0.568,72.833,341.782,367.346,450.268,556.506,859.761,904.529,456.418
2923,Public,2023-04-06 19:00:00+07:00,0.042,0.024,0.016,0.012,0.019,0.021,0.022,0.018,0.022,0.016,0.024,11.458,76.095,185.99,315.165,429.841,525.379,551.851,522.236,483.796,363.517,208.822,67.659,12.054
2924,Public,2023-06-27 18:00:00+07:00,46.839,0.796,0.053,0.043,0.016,0.03,0.025,0.022,0.022,0.019,0.021,0.643,25.94,76.297,243.776,504.216,520.267,734.025,652.868,618.236,280.993,296.296,268.649,221.102
2925,Public,2023-11-19 06:00:00+07:00,7.702,101.961,290.987,470.116,596.277,662.241,659.225,591.636,450.106,279.008,103.217,15.754,0.046,0.024,0.024,0.022,0.02,0.015,0.013,0.009,0.006,0.008,0.005,0.006
2926,Public,2023-10-16 09:00:00+07:00,471.196,581.602,697.395,645.038,323.107,349.936,312.151,232.333,38.718,0.285,0.02,0.014,0.012,0.016,0.012,0.014,0.012,0.017,0.012,0.015,0.015,4.592,50.979,161.203
2927,Public,2023-08-11 06:00:00+07:00,23.57,192.711,476.731,695.726,505.281,607.375,553.659,342.416,415.974,204.572,86.095,97.647,19.844,0.055,0.019,0.018,0.02,0.021,0.011,0.014,0.014,0.011,0.009,0.087
2928,Public,2023-07-14 02:00:00+07:00,0.032,0.027,0.029,0.912,76.18,172.219,304.374,678.473,934.454,699.16,921.844,738.441,284.107,299.694,364.031,140.227,41.492,0.562,0.03,0.043,0.042,0.043,0.045,0.042
2929,Public,2023-09-08 01:00:00+07:00,0.017,0.022,0.018,0.027,0.047,28.742,185.112,324.756,721.73,723.419,718.5,885.122,977.166,720.249,432.381,82.873,63.455,11.078,0.046,0.042,0.033,0.015,0.019,0.024
2930,Public,2023-11-14 07:00:00+07:00,117.501,340.801,496.468,622.34,637.353,652.086,407.42,450.433,319.674,128.111,22.463,0.045,0.028,0.026,0.027,0.025,0.025,0.02,0.023,0.014,0.013,0.011,0.013,13.804
2931,Public,2023-10-25 23:00:00+07:00,0.022,0.031,0.027,0.023,0.015,0.015,0.019,9.245,138.805,338.843,515.327,665.669,657.848,579.989,483.737,315.058,184.198,62.678,11.662,0.069,0.042,0.036,0.027,0.026
2932,Public,2023-10-10 12:00:00+07:00,238.95,247.738,139.567,101.147,77.819,29.78,0.279,0.03,0.028,0.028,0.035,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246
2933,Public,2023-09-13 08:00:00+07:00,172.153,357.059,247.729,657.835,305.52,331.068,503.144,287.46,73.443,19.512,2.011,0.008,0.007,0.007,0.008,0.011,0.012,0.014,0.014,0.01,0.01,0.014,10.132,62.759
2934,Public,2023-10-10 15:00:00+07:00,101.147,77.819,29.78,0.279,0.03,0.028,0.028,0.035,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246,445.483,531.121,608.182
2935,Public,2023-06-28 11:00:00+07:00,734.025,652.868,618.236,280.993,296.296,268.649,221.102,44.777,0.866,0.04,0.044,0.045,0.042,0.04,0.041,0.044,0.031,0.014,0.397,32.557,111.375,255.051,421.043,952.482
2936,Public,2023-08-04 12:00:00+07:00,354.798,314.555,64.627,181.221,201.932,125.785,13.022,0.141,0.034,0.037,0.029,0.028,0.029,0.029,0.035,0.031,0.031,0.102,12.106,60.783,143.335,293.224,464.097,266.887
2937,Public,2023-12-03 11:00:00+07:00,604.781,608.833,448.972,395.195,261.671,98.041,17.429,0.063,0.038,0.035,0.031,0.027,0.017,0.011,0.009,0.009,0.009,0.003,0.005,3.597,68.738,218.881,404.046,538.253
2938,Public,2023-04-08 22:00:00+07:00,0.015,0.017,0.031,0.027,0.029,0.028,0.027,0.033,17.201,107.685,254.706,431.921,589.722,700.625,730.138,710.657,603.204,444.548,231.511,82.673,10.445,0.055,0.048,0.048
2939,Public,2023-09-26 01:00:00+07:00,0.034,0.034,0.038,0.032,0.033,5.715,60.615,201.992,405.81,471.401,541.883,553.657,532.915,477.972,380.936,255.759,64.51,2.473,0.033,0.02,0.023,0.026,0.026,0.025
2940,Public,2023-04-19 08:00:00+07:00,429.338,601.228,721.29,779.296,772.484,579.132,324.378,139.865,104.028,15.744,0.145,0.038,0.024,0.028,0.028,0.024,0.023,0.023,0.019,0.014,0.015,12.448,98.339,262.841
2941,Public,2023-06-21 14:00:00+07:00,574.823,244.658,110.135,33.166,22.419,0.376,0.018,0.022,0.019,0.022,0.017,0.018,0.015,0.014,0.017,0.937,45.751,266.901,198.978,339.369,412.262,558.609,446.068,588.494
2942,Public,2023-06-26 00:00:00+07:00,0.01,0.009,0.009,0.014,0.012,0.888,39.883,152.991,245.93,408.218,460.073,831.954,923.804,953.304,286.301,85.179,182.624,107.334,24.249,0.209,0.027,0.028,0.014,0.01
2943,Public,2023-12-17 15:00:00+07:00,264.376,103.528,19.967,0.127,0.023,0.023,0.014,0.012,0.015,0.009,0.006,0.005,0.004,0.005,0.003,1.755,54.448,200.583,369.184,507.129,586.33,601.203,511.888,430.542
2944,Public,2023-08-24 18:00:00+07:00,20.3,0.042,0.029,0.028,0.028,0.026,0.024,0.023,0.017,0.02,0.024,0.048,40.178,217.136,298.038,565.948,474.851,391.957,256.36,625.588,457.937,304.758,240.582,114.576
2945,Public,2023-10-14 13:00:00+07:00,193.597,503.553,112.248,121.582,22.748,0.313,0.041,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018,0.023,27.471,111.609,299.56,568.096,547.378,766.279,818.256
2946,Public,2023-05-14 07:00:00+07:00,233.933,542.948,635.461,720.609,338.629,540.565,693.861,400.989,417.893,191.021,134.091,28.708,0.037,0.016,0.016,0.016,0.024,0.036,0.04,0.039,0.023,0.021,0.694,36.241
2947,Public,2023-08-01 06:00:00+07:00,19.05,97.484,213.426,164.602,114.025,444.519,549.912,318.289,406.716,129.935,79.73,71.65,21.002,0.057,0.027,0.033,0.029,0.031,0.03,0.028,0.024,0.03,0.03,0.129
2948,Public,2023-11-19 07:00:00+07:00,101.961,290.987,470.116,596.277,662.241,659.225,591.636,450.106,279.008,103.217,15.754,0.046,0.024,0.024,0.022,0.02,0.015,0.013,0.009,0.006,0.008,0.005,0.006,7.381
2949,Public,2023-05-30 16:00:00+07:00,435.978,189.994,45.629,0.361,0.019,0.008,0.008,0.01,0.01,0.008,0.005,0.006,0.006,1.702,54.403,259.166,565.115,753.527,882.681,966.802,849.224,815.823,921.859,627.61
2950,Public,2023-09-06 07:00:00+07:00,121.723,213.42,319.103,562.601,314.794,697.385,266.993,287.469,293.413,284.308,81.425,5.529,0.031,0.013,0.013,0.018,0.018,0.021,0.018,0.019,0.019,0.02,0.052,20.257
2951,Public,2023-06-13 15:00:00+07:00,604.393,288.639,24.87,6.874,0.461,0.031,0.026,0.027,0.025,0.021,0.023,0.019,0.014,0.021,0.649,19.115,57.089,248.235,422.799,249.943,515.959,544.517,779.623,773.443
2952,Public,2023-10-02 12:00:00+07:00,691.001,392.103,377.168,317.511,155.253,67.996,1.518,0.045,0.045,0.033,0.026,0.027,0.026,0.029,0.037,0.039,0.036,0.032,15.083,197.884,437.99,624.632,773.914,843.07
2953,Public,2023-10-16 11:00:00+07:00,697.395,645.038,323.107,349.936,312.151,232.333,38.718,0.285,0.02,0.014,0.012,0.016,0.012,0.014,0.012,0.017,0.012,0.015,0.015,4.592,50.979,161.203,307.982,570.224
2954,Public,2023-11-11 01:00:00+07:00,0.007,0.007,0.008,0.01,0.008,12.172,130.348,315.512,492.324,613.156,684.475,614.494,558.745,442.941,283.73,114.775,18.026,0.066,0.044,0.042,0.04,0.028,0.029,0.027
2955,Public,2023-11-03 19:00:00+07:00,0.044,0.039,0.038,0.031,0.031,0.029,0.026,0.016,0.013,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12
2956,Public,2023-07-30 15:00:00+07:00,382.039,238.37,114.254,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383,246.508,134.402
2957,Public,2023-08-08 15:00:00+07:00,143.213,89.738,70.135,14.126,0.044,0.013,0.005,0.007,0.008,0.01,0.007,0.015,0.014,0.007,0.066,18.999,116.976,243.651,453.941,328.104,392.791,382.653,363.861,316.945
2958,Public,2023-07-03 12:00:00+07:00,904.529,456.418,577.099,292.838,73.734,55.452,43.59,0.307,0.006,0.005,0.011,0.008,0.013,0.009,0.008,0.011,0.006,0.691,35.994,84.105,273.094,400.986,492.015,536.353
2959,Public,2023-06-16 01:00:00+07:00,0.01,0.013,0.016,0.015,2.541,88.201,285.02,542.148,736.637,872.933,947.206,659.742,639.471,676.905,639.993,195.042,126.933,49.192,0.429,0.02,0.017,0.015,0.013,0.025
2960,Public,2023-06-20 10:00:00+07:00,759.635,809.407,722.921,928.697,752.226,417.786,170.231,78.664,39.297,0.423,0.053,0.054,0.046,0.038,0.034,0.032,0.032,0.031,0.029,0.677,37.956,165.434,545.33,592.295
2961,Public,2023-07-13 07:00:00+07:00,166.03,450.444,479.104,361.899,861.847,761.012,817.255,678.796,358.615,524.76,198.544,52.203,0.482,0.041,0.041,0.036,0.043,0.036,0.036,0.032,0.027,0.029,0.912,76.18
2962,Public,2023-10-09 11:00:00+07:00,131.977,236.856,195.56,291.706,231.841,120.041,42.896,0.458,0.012,0.011,0.015,0.022,0.015,0.008,0.009,0.017,0.009,0.013,0.014,10.632,30.903,74.659,163.825,160.774
2963,Public,2023-10-12 03:00:00+07:00,0.008,0.015,0.013,7.435,67.9,195.096,445.133,776.553,682.697,732.433,715.067,368.717,403.436,198.933,30.767,0.419,0.045,0.039,0.03,0.035,0.033,0.033,0.014,0.013
2964,Public,2023-04-19 20:00:00+07:00,0.024,0.028,0.028,0.024,0.023,0.023,0.019,0.014,0.015,12.448,98.339,262.841,428.451,603.486,710.496,756.069,741.267,701.563,607.149,385.553,32.063,110.554,22.97,0.025
2965,Public,2023-12-27 12:00:00+07:00,591.728,538.569,426.403,271.48,109.398,22.05,0.259,0.011,0.008,0.007,0.004,0.005,0.002,0.001,0.004,0.001,0.003,0.007,0.624,34.806,146.679,253.286,498.579,572.615
2966,Public,2023-12-06 16:00:00+07:00,98.869,16.49,0.056,0.036,0.038,0.026,0.03,0.029,0.022,0.023,0.014,0.023,0.029,0.019,2.362,50.507,181.604,324.707,406.153,540.276,517.021,521.774,306.833,97.364
2967,Public,2023-06-29 22:00:00+07:00,0.027,0.025,0.024,0.021,0.025,0.023,0.021,0.544,29.404,130.003,354.611,441.475,699.848,714.132,933.281,663.651,405.093,180.663,63.483,68.756,31.438,0.316,0.012,0.018
2968,Public,2023-12-17 04:00:00+07:00,0.003,0.003,1.736,66.103,210.994,324.599,460.633,590.351,592.425,530.162,420.508,264.376,103.528,19.967,0.127,0.023,0.023,0.014,0.012,0.015,0.009,0.006,0.005,0.004
2969,Public,2023-08-06 12:00:00+07:00,429.343,447.775,273.617,169.138,92.882,65.739,14.101,0.048,0.021,0.013,0.01,0.014,0.014,0.009,0.007,0.006,0.006,0.026,14.781,68.015,184.3,211.72,215.983,355.957
2970,Public,2023-07-11 21:00:00+07:00,0.011,0.009,0.023,0.015,0.01,0.008,0.007,0.011,1.424,65.04,268.788,553.64,724.468,474.589,302.249,364.353,828.149,449.753,175.681,105.941,48.391,12.262,0.164,0.008
2971,Public,2023-09-23 12:00:00+07:00,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029,0.025,0.029,0.026,0.045,38.442,231.271,457.697,654.738,791.311,871.591
2972,Public,2023-07-05 01:00:00+07:00,0.003,0.004,0.009,0.009,0.449,37.543,172.401,446.092,476.895,589.204,504.657,798.627,613.094,377.007,410.557,188.79,135.978,43.546,0.435,0.034,0.037,0.035,0.033,0.025
2973,Public,2023-04-30 18:00:00+07:00,35.799,0.026,0.008,0.011,0.015,0.019,0.012,0.011,0.006,0.005,0.006,0.217,33.33,134.669,399.132,530.519,794.472,910.526,924.837,876.145,748.66,573.144,365.424,135.979
2974,Public,2023-07-04 11:00:00+07:00,536.353,622.294,670.245,441.259,275.402,374.531,87.515,14.558,0.218,0.007,0.004,0.003,0.005,0.005,0.003,0.004,0.009,0.009,0.449,37.543,172.401,446.092,476.895,589.204
2975,Public,2023-12-04 16:00:00+07:00,96.43,13.791,0.068,0.034,0.033,0.03,0.026,0.02,0.016,0.01,0.009,0.007,0.005,0.004,4.233,71.624,230.348,404.54,500.419,591.818,593.937,547.138,412.687,261.768
2976,Public,2023-09-01 18:00:00+07:00,11.587,0.04,0.042,0.053,0.035,0.039,0.035,0.034,0.032,0.038,0.018,0.048,6.408,24.631,68.532,384.818,304.916,230.263,531.999,857.007,800.934,412.7,395.947,131.595
2977,Public,2023-12-07 00:00:00+07:00,0.022,0.023,0.014,0.023,0.029,0.019,2.362,50.507,181.604,324.707,406.153,540.276,517.021,521.774,306.833,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012
2978,Public,2023-09-03 18:00:00+07:00,10.213,0.039,0.039,0.03,0.048,0.053,0.049,0.05,0.044,0.039,0.037,0.083,36.966,228.761,458.808,661.077,808.459,896.7,915.838,868.603,786.211,627.377,421.444,92.922
2979,Public,2023-12-02 10:00:00+07:00,539.815,582.892,635.145,345.526,136.327,130.303,74.428,20.424,0.048,0.026,0.02,0.013,0.007,0.005,0.007,0.008,0.003,0.005,0.002,0.001,3.39,74.246,250.046,414.364
2980,Public,2023-12-11 01:00:00+07:00,0.011,0.008,0.009,0.01,0.008,2.692,55.491,222.015,396.924,530.379,604.714,612.865,554.475,429.608,261.801,97.611,17.068,0.088,0.021,0.024,0.02,0.017,0.013,0.018
2981,Public,2023-10-15 00:00:00+07:00,0.016,0.015,0.015,0.016,0.018,0.023,27.471,111.609,299.56,568.096,547.378,766.279,818.256,702.589,611.354,359.437,142.347,31.974,0.63,0.04,0.031,0.025,0.014,0.012
